Medial Malleolus,19.22,-166.02,11.47,5
Fibular Notch,-11.22,-155.21,3.77,218
Medial Epicondyle,36.37,150.83,-13.19,9301
Lateral Epicondyle,-35.25,159.47,-5.21,9240
Tuberosity,-13.82,129.6,27.02,7731
Most Proximal Point,0.12,165.84,-13.71,9978
Medial Condyle,15.57,151.87,-31.12,9153
Lateral Condyle,-22.13,152.6,-26.5,9069
