Medial Malleolus,24.68602,-17.838736,-194.33438,0
Fibular Notch,-5.035047,1.2007399,-183.23438,708
Medial Epicondyle,37.656116,14.445399,180.47137,8696
Lateral Epicondyle,-43.56889,13.312848,179.9233,8749
Tuberosity,-16.057331,-25.380487,149.44868,6828
Most Proximal Point,-5.140109,16.595806,194.45331,9957
Medial Condyle,9.156013,37.35303,170.3959,8079
Lateral Condyle,-27.677862,34.939827,174.4651,8439
