Medial Malleolus,-17.164938,-20.411034,-173.4027,14
Fibular Notch,12.667554,-2.593908,-162.49443,387
Medial Epicondyle,-39.36461,6.656645,155.37032,9212
Lateral Epicondyle,36.84723,8.1343975,160.30116,9021
Tuberosity,15.796666,-28.113783,134.43463,7439
Most Proximal Point,0.5284662,15.341255,169.50914,9983
Medial Condyle,-15.69321,29.645828,147.70844,9514
Lateral Condyle,20.474829,30.708473,153.7098,9266
