Medial Malleolus,-15.230354,-18.662516,-162.33551,14
Fibular Notch,13.055059,-3.0144768,-151.87741,387
Medial Epicondyle,-36.60963,5.01009,148.66644,9212
Lateral Epicondyle,34.537125,5.8023744,153.30815,9021
Tuberosity,14.098888,-27.02182,128.5133,7439
Most Proximal Point,0.24647853,12.939472,162.49448,9983
Medial Condyle,-15.063955,26.219261,142.26509,9514
Lateral Condyle,19.194048,27.292797,147.32928,9266
