Medial Malleolus,21.400703,-15.630983,-175.2479,8
Fibular Notch,-11.869868,-0.98954934,-163.49646,604
Medial Epicondyle,36.73782,1.2442174,171.03314,8734
Lateral Epicondyle,-34.328636,-0.67002106,172.91621,9209
Tuberosity,-11.467722,-30.355927,146.09706,7251
Most Proximal Point,2.8496113,5.331641,183.56325,9977
Medial Condyle,13.017506,24.96571,165.65659,8573
Lateral Condyle,-21.034306,21.344954,166.51285,8708
