Medial Malleolus,-20.38,-170.84,18.48,0
Fibular Notch,6.48,-159.88,-1.57,244
Medial Epicondyle,-37.66,157.55,-6.62,9260
Lateral Epicondyle,37.77,161.13,-9.13,8803
Tuberosity,17.38,127.74,26.54,7318
Most Proximal Point,-6.91,172.6,-5.72,9997
Medial Condyle,-15.07,149.9,-27.57,8730
Lateral Condyle,16.76,155.09,-31.1,8841
