Medial Malleolus,15.82,-179.27,20.67,5
Fibular Notch,-10.76,-166.65,1.38,218
Medial Epicondyle,34.1,164.34,-3.3,9301
Lateral Epicondyle,-35.59,165.82,-10.42,9240
Tuberosity,-15.41,136.21,23.82,7731
Most Proximal Point,-2.24,174.73,-13.2,9978
Medial Condyle,16.44,161.56,-26.11,9153
Lateral Condyle,-20.55,159.3,-27.46,9069
