Medial Malleolus,18.98,-191.84,27.7,13
Fibular Notch,-14.5,-180.02,2.44,476
Medial Epicondyle,40.44,174.54,-15.63,8839
Lateral Epicondyle,-40.61,179.01,-11.13,9204
Tuberosity,-18.41,144.18,27.65,7321
Most Proximal Point,0.14,192.26,-17.91,9982
Medial Condyle,19.99,172.44,-35.71,8973
Lateral Condyle,-24.78,172.48,-33.95,9086
