Medial Malleolus,-16.12,-175.68,19.68,10227
Fibular Notch,7.0,-167.05,-1.43,10090
Medial Epicondyle,-34.06,167.31,-9.94,798
Lateral Epicondyle,34.88,167.44,-9.26,511
Tuberosity,13.4,134.96,25.1,2525
Most Proximal Point,-6.47,179.65,-9.45,4
Medial Condyle,-17.43,160.54,-24.28,1305
Lateral Condyle,18.88,160.78,-27.18,1180
