Medial Malleolus,-21.32,-161.13,6.06,20
Fibular Notch,11.1,-150.16,2.44,246
Medial Epicondyle,-34.2,148.34,-10.19,8923
Lateral Epicondyle,32.23,153.61,-0.89,9281
Tuberosity,5.58,131.93,28.4,8210
Most Proximal Point,-7.26,162.82,-8.74,9994
Medial Condyle,-10.86,149.74,-25.97,9117
Lateral Condyle,19.2,151.16,-18.37,9303
